OrtoID	Score	OrtoA	OrtoB
901	278	META1_3602 1.000 	CQW49_RS22150 1.000 
902	277	META1_0739 1.000 	CQW49_RS04280 1.000 
903	277	META1_2123 1.000 	CQW49_RS06545 1.000 
904	277	META1_3082 1.000 	CQW49_RS03705 1.000 
905	277	META1_1819 1.000 	CQW49_RS11840 1.000 
906	276	META1_3089 1.000 	CQW49_RS12205 1.000 
907	275	META1_4189 1.000 META1_1079 0.116 META1_1376 0.093 	CQW49_RS06230 1.000 
908	275	META1_4215 1.000 	CQW49_RS22045 1.000 CQW49_RS24115 0.440 
909	275	META1_0733 1.000 	CQW49_RS02240 1.000 
910	275	META1_0291 1.000 	CQW49_RS12435 1.000 
911	275	META1_2235 1.000 	CQW49_RS04625 1.000 
912	275	META1_3188 1.000 	CQW49_RS02925 1.000 
913	275	META1_1745 1.000 	CQW49_RS10295 1.000 
914	275	META1_1411 1.000 	CQW49_RS20620 1.000 
915	274	META1_2059 1.000 	CQW49_RS03825 1.000 
916	274	META1_1339 1.000 	CQW49_RS09300 1.000 
917	274	META1_3141 1.000 	CQW49_RS01175 1.000 
918	274	META1_2195 1.000 	CQW49_RS09325 1.000 
919	274	META1_3315 1.000 	CQW49_RS11560 1.000 
920	274	META1_2848 1.000 	CQW49_RS18640 1.000 
921	273	META1_2234 1.000 	CQW49_RS15755 1.000 
922	273	META1_3893 1.000 	CQW49_RS16835 1.000 
923	273	META1_4945 1.000 	CQW49_RS19370 1.000 
924	273	META1_4822 1.000 	CQW49_RS22240 1.000 
925	272	META1_3176 1.000 	CQW49_RS00885 1.000 
926	272	META1_1977 1.000 	CQW49_RS17755 1.000 
927	272	META1_2264 1.000 	CQW49_RS20185 1.000 
928	272	META1_2472 1.000 	CQW49_RS21290 1.000 
929	271	META1_1380 1.000 	CQW49_RS06465 1.000 
930	271	META1_0508 1.000 	CQW49_RS19735 1.000 
931	270	META1_2060 1.000 	CQW49_RS04305 1.000 
932	270	META1_0335 1.000 	CQW49_RS12645 1.000 
933	270	META1_0980 1.000 	CQW49_RS12325 1.000 
934	270	META1_4917 1.000 	CQW49_RS10260 1.000 
935	269	META1_0470 1.000 	CQW49_RS04410 1.000 
936	269	META1_4291 1.000 	CQW49_RS01620 1.000 
937	269	META1_1528 1.000 	CQW49_RS19225 1.000 
938	269	META1_1518 1.000 	CQW49_RS19310 1.000 
939	269	META1_2449 1.000 	CQW49_RS17425 1.000 
940	269	META2_0738 1.000 	CQW49_RS15870 1.000 
941	268	META1_0669 1.000 	CQW49_RS17625 1.000 
942	268	META1_3890 1.000 	CQW49_RS16830 1.000 
943	267	META1_2475 1.000 	CQW49_RS21085 1.000 
944	266	META1_1469 1.000 	CQW49_RS10555 1.000 
945	266	META1_5176 1.000 	CQW49_RS02460 1.000 
946	266	META1_1978 1.000 	CQW49_RS17760 1.000 
947	266	META1_2847 1.000 	CQW49_RS18635 1.000 
948	265	META1_2344 1.000 	CQW49_RS08630 1.000 
949	265	META1_2149 1.000 	CQW49_RS10540 1.000 
950	265	META1_4321 1.000 	CQW49_RS02020 1.000 
951	265	META1_4581 1.000 	CQW49_RS01330 1.000 
952	265	META1_5115 1.000 	CQW49_RS01360 1.000 
953	265	META1_2250 1.000 	CQW49_RS20355 1.000 
954	264	META1_0425 1.000 	CQW49_RS00270 1.000 
955	264	META1_1427 1.000 	CQW49_RS06425 1.000 
956	264	META1_0628 1.000 	CQW49_RS12780 1.000 
957	264	META1_4242 1.000 	CQW49_RS00105 1.000 
958	264	META1_2817 1.000 	CQW49_RS10805 1.000 
959	264	META1_2207 1.000 	CQW49_RS16355 1.000 
960	264	META1_2820 1.000 	CQW49_RS16865 1.000 
961	264	META1_5307 1.000 	CQW49_RS06525 1.000 
962	263	META1_1768 1.000 	CQW49_RS13890 1.000 
963	263	META1_1688 1.000 	CQW49_RS17055 1.000 
964	263	META1_2299 1.000 	CQW49_RS14275 1.000 
965	263	META1_4708 1.000 	CQW49_RS10095 1.000 
966	263	META1_4724 1.000 	CQW49_RS17265 1.000 
967	262	META1_0625 1.000 	CQW49_RS06065 1.000 
968	262	META1_0821 1.000 	CQW49_RS17030 1.000 
969	262	META1_2439 1.000 	CQW49_RS14360 1.000 
970	261	META1_3609 1.000 	CQW49_RS21460 1.000 
971	260	META1_3557 1.000 META1_4820 0.277 	CQW49_RS22225 1.000 
972	260	META1_1715 1.000 	CQW49_RS01305 1.000 
973	260	META1_0197 1.000 	CQW49_RS08960 1.000 
974	260	META1_0715 1.000 	CQW49_RS12160 1.000 
975	260	META1_1370 1.000 	CQW49_RS12755 1.000 
976	260	META1_3483 1.000 	CQW49_RS02770 1.000 
977	260	META1_0196 1.000 	CQW49_RS19350 1.000 
978	260	META1_0456 1.000 	CQW49_RS18710 1.000 
979	260	META1_1782 1.000 	CQW49_RS19325 1.000 
980	260	META1_3546 1.000 	CQW49_RS13555 1.000 
981	260	META1_3380 1.000 	CQW49_RS19570 1.000 
982	259	META1_2353 1.000 	CQW49_RS08620 1.000 
983	259	META1_2243 1.000 	CQW49_RS19545 1.000 
984	259	META1_3085 1.000 	CQW49_RS16400 1.000 
985	258	META1_0853 1.000 	CQW49_RS05345 1.000 
986	258	META1_2226 1.000 	CQW49_RS03475 1.000 
987	258	META1_0318 1.000 	CQW49_RS18840 1.000 
988	258	META1_5175 1.000 	CQW49_RS02455 1.000 
989	258	META1_3436 1.000 	CQW49_RS16540 1.000 
990	257	META1_2919 1.000 	CQW49_RS16200 1.000 
991	257	META1_4632 1.000 	CQW49_RS12970 1.000 
992	257	META1_4533 1.000 	CQW49_RS14490 1.000 
993	256	META1_2071 1.000 	CQW49_RS00440 1.000 
994	256	META1_0813 1.000 	CQW49_RS12290 1.000 
995	256	META1_3618 1.000 	CQW49_RS01315 1.000 
996	256	META1_2825 1.000 	CQW49_RS11830 1.000 
997	256	META1_3110 1.000 	CQW49_RS13295 1.000 
998	255	META1_2230 1.000 	CQW49_RS00345 1.000 
999	255	META1_1722 1.000 	CQW49_RS04640 1.000 
1000	255	META1_2248 1.000 	CQW49_RS04870 1.000 
1001	255	META1_2137 1.000 	CQW49_RS12875 1.000 
1002	255	META1_1516 1.000 	CQW49_RS16280 1.000 
1003	255	META1_2297 1.000 	CQW49_RS14255 1.000 
1004	255	META1_3865 1.000 	CQW49_RS17465 1.000 
1005	254	META1_3606 1.000 	CQW49_RS21435 1.000 
1006	254	META1_4254 1.000 	CQW49_RS18605 1.000 
1007	253	META1_4207 1.000 META2_1008 0.083 META1_1206 0.079 META1_2585 0.063 	CQW49_RS10790 1.000 
1008	253	META1_0339 1.000 	CQW49_RS09330 1.000 
1009	253	META1_3357 1.000 	CQW49_RS00195 1.000 
1010	253	META1_0385 1.000 	CQW49_RS23910 1.000 
1011	252	META1_1051 1.000 META1_3360 0.287 META1_4457 0.282 META1_2522 0.277 META1_3653 0.253 META1_2286 0.231 META1_0082 0.225 META1_1104 0.222 META1_0534 0.220 META1_2055 0.198 META1_3876 0.186 META1_0493 0.184 META1_0585 0.167 META1_0572 0.087 META1_5140 0.061 META1_5118 0.055 META1_1343 0.054 	CQW49_RS19445 1.000 
1012	252	META1_1643 1.000 	CQW49_RS06550 1.000 
1013	252	META1_3152 1.000 	CQW49_RS11290 1.000 
1014	252	META1_5193 1.000 	CQW49_RS03335 1.000 
1015	252	META1_3706 1.000 	CQW49_RS12330 1.000 
1016	252	META1_3213 1.000 	CQW49_RS20540 1.000 
1017	251	META1_2864 1.000 	CQW49_RS06795 1.000 
1018	251	META1_2274 1.000 	CQW49_RS13480 1.000 
1019	251	META1_4539 1.000 	CQW49_RS14455 1.000 
1020	251	META2_0014 1.000 	CQW49_RS12400 1.000 
1021	250	META1_1766 1.000 	CQW49_RS13515 1.000 CQW49_RS13510 0.244 
1022	250	META1_1646 1.000 	CQW49_RS06555 1.000 
1023	250	META1_1409 1.000 	CQW49_RS16560 1.000 
1024	250	META1_5040 1.000 	CQW49_RS03635 1.000 
1025	250	META1_4702 1.000 	CQW49_RS11935 1.000 
1026	250	META1_4915 1.000 	CQW49_RS13145 1.000 
1027	250	META1_4502 1.000 	CQW49_RS16925 1.000 
1028	249	META1_0580 1.000 	CQW49_RS07670 1.000 
1029	248	META1_4922 1.000 	CQW49_RS10700 1.000 
1030	247	META1_3215 1.000 	CQW49_RS02640 1.000 
1031	247	META1_1283 1.000 	CQW49_RS13275 1.000 
1032	247	META1_3522 1.000 	CQW49_RS04860 1.000 
1033	247	META1_4147 1.000 	CQW49_RS05570 1.000 
1034	247	META1_2838 1.000 	CQW49_RS12185 1.000 
1035	246	META1_2044 1.000 	CQW49_RS01375 1.000 
1036	246	META1_2119 1.000 	CQW49_RS09940 1.000 
1037	246	META1_1729 1.000 	CQW49_RS12250 1.000 
1038	246	META1_4624 1.000 	CQW49_RS02185 1.000 
1039	246	META1_3474 1.000 	CQW49_RS10070 1.000 
1040	245	META1_0688 1.000 	CQW49_RS08555 1.000 
1041	245	META1_2097 1.000 	CQW49_RS03390 1.000 
1042	245	META1_2515 1.000 	CQW49_RS07610 1.000 
1043	245	META1_1452 1.000 	CQW49_RS12855 1.000 
1044	245	META1_0735 1.000 	CQW49_RS21645 1.000 
1045	245	META1_3604 1.000 	CQW49_RS21425 1.000 
1046	244	META1_3912 1.000 META1_2638 0.110 	CQW49_RS05035 1.000 
1047	244	META1_4630 1.000 	CQW49_RS20330 1.000 
1048	243	META1_1998 1.000 	CQW49_RS12475 1.000 
1049	243	META1_4586 1.000 	CQW49_RS04895 1.000 
1050	243	META1_4201 1.000 	CQW49_RS13850 1.000 
1051	243	META1_4938 1.000 	CQW49_RS11555 1.000 
1052	243	META1_5119 1.000 	CQW49_RS20255 1.000 
1053	242	META1_1308 1.000 	CQW49_RS04020 1.000 
1054	242	META1_0418 1.000 	CQW49_RS15815 1.000 
1055	242	META1_0501 1.000 	CQW49_RS19800 1.000 
1056	242	META1_4210 1.000 	CQW49_RS10760 1.000 
1057	242	META1_4568 1.000 	CQW49_RS09115 1.000 
1058	241	META1_1295 1.000 	CQW49_RS11330 1.000 
1059	241	META1_2171 1.000 	CQW49_RS10415 1.000 
1060	241	META1_1764 1.000 	CQW49_RS13525 1.000 
1061	240	META1_2716 1.000 	CQW49_RS17560 1.000 
1062	240	META1_2739 1.000 	CQW49_RS20090 1.000 
1063	240	META2_0024 1.000 	CQW49_RS13450 1.000 
1064	239	META1_2558 1.000 	CQW49_RS09175 1.000 
1065	239	META1_2169 1.000 	CQW49_RS12575 1.000 
1066	239	META1_5171 1.000 	CQW49_RS04190 1.000 
1067	239	META1_3317 1.000 	CQW49_RS18870 1.000 
1068	239	META1_3605 1.000 	CQW49_RS21430 1.000 
1069	238	META1_0846 1.000 	CQW49_RS05310 1.000 
1070	238	META1_0681 1.000 	CQW49_RS08885 1.000 
1071	238	META1_0428 1.000 	CQW49_RS14295 1.000 
1072	237	META1_0861 1.000 	CQW49_RS10610 1.000 
1073	237	META1_0663 1.000 	CQW49_RS17650 1.000 
1074	237	META1_1999 1.000 	CQW49_RS12470 1.000 
1075	237	META1_4687 1.000 	CQW49_RS03305 1.000 
1076	237	META1_2476 1.000 	CQW49_RS21080 1.000 
1077	237	META1_4873 1.000 	CQW49_RS14350 1.000 
1078	236	META1_2996 1.000 	CQW49_RS09465 1.000 
1079	236	META1_2983 1.000 	CQW49_RS16320 1.000 
1080	235	META1_0690 1.000 	CQW49_RS02760 1.000 
1081	235	META1_0170 1.000 	CQW49_RS05360 1.000 
1082	235	META1_1433 1.000 	CQW49_RS06580 1.000 
1083	235	META1_0859 1.000 	CQW49_RS10615 1.000 
1084	235	META1_1425 1.000 	CQW49_RS08590 1.000 
1085	233	META1_1290 1.000 	CQW49_RS01835 1.000 
1086	233	META1_1420 1.000 	CQW49_RS08570 1.000 
1087	233	META1_4429 1.000 	CQW49_RS16185 1.000 
1088	232	META1_3246 1.000 	CQW49_RS01460 1.000 
1089	232	META1_4275 1.000 	CQW49_RS10675 1.000 
1090	231	META1_1645 1.000 	CQW49_RS06560 1.000 
1091	231	META1_1378 1.000 	CQW49_RS12835 1.000 
1092	230	META1_2182 1.000 	CQW49_RS10470 1.000 
1093	230	META1_3410 1.000 	CQW49_RS05915 1.000 
1094	230	META1_4458 1.000 	CQW49_RS04180 1.000 
1095	230	META1_3073 1.000 	CQW49_RS15725 1.000 
1096	230	META1_4703 1.000 	CQW49_RS10270 1.000 
1097	230	META1_3437 1.000 	CQW49_RS16510 1.000 
1098	230	META1_4536 1.000 	CQW49_RS14470 1.000 
1099	230	META1_3603 1.000 	CQW49_RS21420 1.000 
1100	229	META1_0157 1.000 	CQW49_RS02105 1.000 
1101	229	META1_1685 1.000 	CQW49_RS01985 1.000 
1102	229	META1_2177 1.000 	CQW49_RS10445 1.000 
1103	228	META1_0041 1.000 	CQW49_RS00385 1.000 
1104	228	META1_0050 1.000 	CQW49_RS17175 1.000 
1105	228	META1_0755 1.000 	CQW49_RS14890 1.000 
1106	228	META1_2319 1.000 	CQW49_RS12615 1.000 
1107	228	META1_1337 1.000 	CQW49_RS17910 1.000 
1108	228	META1_4216 1.000 	CQW49_RS09680 1.000 
1109	228	META1_4385 1.000 	CQW49_RS11365 1.000 
1110	227	META1_1918 1.000 META1_3758 0.590 	CQW49_RS07475 1.000 
1111	227	META1_4582 1.000 	CQW49_RS01325 1.000 
1112	227	META1_1692 1.000 	CQW49_RS16050 1.000 
1113	227	META1_2740 1.000 	CQW49_RS20095 1.000 
1114	227	META1_4712 1.000 	CQW49_RS11900 1.000 
1115	226	META1_1936 1.000 	CQW49_RS21000 1.000 
1116	225	META1_1765 1.000 	CQW49_RS13520 1.000 
1117	225	META1_5021 1.000 	CQW49_RS01495 1.000 
1118	225	META1_4447 1.000 	CQW49_RS20610 1.000 
1119	224	META1_1705 1.000 	CQW49_RS14435 1.000 
1120	224	META1_1530 1.000 	CQW49_RS19190 1.000 
1121	224	META1_4403 1.000 	CQW49_RS17310 1.000 
1122	224	META1_4818 1.000 	CQW49_RS17690 1.000 
1123	223	META1_3042 1.000 	CQW49_RS09760 1.000 CQW49_RS19690 0.073 
1124	223	META1_1945 1.000 	CQW49_RS04505 1.000 
1125	223	META1_3209 1.000 	CQW49_RS16275 1.000 
1126	223	META1_3611 1.000 	CQW49_RS16240 1.000 
1127	223	META1_3533 1.000 	CQW49_RS21275 1.000 
1128	222	META1_0691 1.000 	CQW49_RS02755 1.000 
1129	222	META1_1929 1.000 	CQW49_RS10885 1.000 
1130	222	META1_2148 1.000 	CQW49_RS10545 1.000 
1131	222	META1_4141 1.000 	CQW49_RS02890 1.000 
1132	222	META1_5019 1.000 	CQW49_RS01490 1.000 
1133	222	META1_4547 1.000 	CQW49_RS04745 1.000 
1134	222	META1_2636 1.000 	CQW49_RS21300 1.000 
1135	222	META1_5291 1.000 	CQW49_RS15840 1.000 
1136	221	META1_2160 1.000 	CQW49_RS10485 1.000 
1137	221	META1_2173 1.000 	CQW49_RS10425 1.000 
1138	221	META1_0867 1.000 	CQW49_RS18685 1.000 
1139	220	META1_4040 1.000 META1_2396 0.897 	CQW49_RS06245 1.000 
1140	220	META1_0624 1.000 	CQW49_RS01860 1.000 
1141	220	META1_0661 1.000 	CQW49_RS03140 1.000 
1142	220	META1_2170 1.000 	CQW49_RS12580 1.000 
1143	220	META1_1514 1.000 	CQW49_RS17780 1.000 
1144	220	META1_4951 1.000 	CQW49_RS06000 1.000 
1145	219	META1_1832 1.000 	CQW49_RS10125 1.000 CQW49_RS19475 0.157 
1146	219	META1_2092 1.000 META1_0686 0.127 	CQW49_RS21230 1.000 
1147	219	META1_5302 1.000 	CQW49_RS03225 1.000 
1148	218	p1METAp0004 1.000 	CQW49_RS14075 1.000 CQW49_RS15095 0.900 
1149	218	META1_0817 1.000 	CQW49_RS04445 1.000 
1150	218	META1_0777 1.000 	CQW49_RS06975 1.000 
1151	218	META1_0057 1.000 	CQW49_RS19180 1.000 
1152	218	META1_0510 1.000 	CQW49_RS19745 1.000 
1153	218	META1_3181 1.000 	CQW49_RS17435 1.000 
1154	217	META1_3529 1.000 	CQW49_RS01070 1.000 
1155	217	META1_3411 1.000 	CQW49_RS05910 1.000 
1156	217	META1_5229 1.000 	CQW49_RS04405 1.000 
1157	217	META1_4273 1.000 	CQW49_RS09490 1.000 
1158	217	META1_5323 1.000 	CQW49_RS06825 1.000 
1159	217	META1_3131 1.000 	CQW49_RS17890 1.000 
1160	217	META1_4688 1.000 	CQW49_RS17000 1.000 
1161	217	META1_4723 1.000 	CQW49_RS17260 1.000 
1162	217	META1_5325 1.000 	CQW49_RS19960 1.000 
1163	217	META2_0382 1.000 	CQW49_RS21695 1.000 
1164	216	META1_1391 1.000 	CQW49_RS12885 1.000 
1165	216	META1_0450 1.000 	CQW49_RS19810 1.000 
1166	216	META1_4734 1.000 	CQW49_RS05695 1.000 
1167	215	META1_0839 1.000 	CQW49_RS05275 1.000 
1168	215	META1_2231 1.000 	CQW49_RS10370 1.000 
1169	215	META1_1704 1.000 	CQW49_RS14440 1.000 
1170	214	META1_4692 1.000 	CQW49_RS12940 1.000 
1171	214	META1_4701 1.000 	CQW49_RS20565 1.000 
1172	213	META1_2639 1.000 META1_3390 0.267 	CQW49_RS00655 1.000 
1173	213	META1_0971 1.000 META1_0983 0.108 	CQW49_RS17105 1.000 
1174	213	META1_3105 1.000 	CQW49_RS02110 1.000 
1175	213	META1_0728 1.000 	CQW49_RS18925 1.000 
1176	213	META1_4618 1.000 	CQW49_RS03035 1.000 
1177	213	META1_2342 1.000 	CQW49_RS16580 1.000 
1178	213	META1_5232 1.000 	CQW49_RS04315 1.000 
1179	212	META1_3189 1.000 	CQW49_RS02175 1.000 
1180	212	META1_2372 1.000 	CQW49_RS09120 1.000 
1181	212	META1_0506 1.000 	CQW49_RS18775 1.000 
1182	212	META1_3870 1.000 	CQW49_RS11890 1.000 
1183	211	META1_4896 1.000 	CQW49_RS14530 1.000 CQW49_RS19250 0.139 
1184	211	META1_2743 1.000 	CQW49_RS00925 1.000 
1185	211	META1_1742 1.000 	CQW49_RS14420 1.000 
1186	211	META1_1737 1.000 	CQW49_RS15920 1.000 
1187	211	META1_2285 1.000 	CQW49_RS19845 1.000 
1188	211	META1_4253 1.000 	CQW49_RS18620 1.000 
1189	211	META1_5198 1.000 	CQW49_RS16490 1.000 
1190	211	p1METAp0008 1.000 	CQW49_RS22725 1.000 
1191	210	META1_1211 1.000 META1_4238 1.000 META2_0366 0.568 META2_0145 0.557 	CQW49_RS11510 1.000 
1192	210	META1_0131 1.000 	CQW49_RS10660 1.000 
1193	210	META1_2238 1.000 	CQW49_RS04615 1.000 
1194	210	META1_3613 1.000 	CQW49_RS09650 1.000 
1195	210	META1_3475 1.000 	CQW49_RS16660 1.000 
1196	209	META1_3128 1.000 	CQW49_RS03870 1.000 
1197	209	META1_1450 1.000 	CQW49_RS12840 1.000 
1198	209	META1_3214 1.000 	CQW49_RS11610 1.000 
1199	209	META1_4243 1.000 	CQW49_RS16035 1.000 
1200	208	META1_2523 1.000 	CQW49_RS03720 1.000 
1201	208	META1_1379 1.000 	CQW49_RS12830 1.000 
1202	208	META1_4139 1.000 	CQW49_RS02880 1.000 
1203	208	META1_5300 1.000 	CQW49_RS18580 1.000 
1204	208	META1_5227 1.000 	CQW49_RS19460 1.000 
1205	208	META1_5023 1.000 	CQW49_RS22525 1.000 
1206	207	META1_0841 1.000 	CQW49_RS05285 1.000 
1207	207	META1_1750 1.000 	CQW49_RS03355 1.000 
1208	207	META1_1771 1.000 	CQW49_RS05605 1.000 
1209	207	META1_0555 1.000 	CQW49_RS19030 1.000 
1210	207	META1_2166 1.000 	CQW49_RS12565 1.000 
1211	207	META1_4946 1.000 	CQW49_RS19375 1.000 
1212	207	META2_0433 1.000 	CQW49_RS17135 1.000 
1213	206	META1_4532 1.000 	CQW49_RS14495 1.000 
1214	205	META1_1583 1.000 META1_5027 0.564 	CQW49_RS12595 1.000 
1215	205	META1_2303 1.000 META1_0135 0.217 	CQW49_RS15665 1.000 
1216	205	META1_0551 1.000 	CQW49_RS00645 1.000 
1217	205	META1_1960 1.000 	CQW49_RS00595 1.000 
1218	205	META1_0468 1.000 	CQW49_RS18785 1.000 
1219	205	META1_5015 1.000 	CQW49_RS00915 1.000 
1220	205	META1_3442 1.000 	CQW49_RS09050 1.000 
1221	205	META1_5295 1.000 	CQW49_RS00630 1.000 
1222	205	META1_2444 1.000 	CQW49_RS17400 1.000 
1223	205	META1_2266 1.000 	CQW49_RS20190 1.000 
1224	205	META1_4837 1.000 	CQW49_RS20765 1.000 
1225	204	META1_0855 1.000 	CQW49_RS05355 1.000 
1226	203	META1_0741 1.000 	CQW49_RS04380 1.000 
1227	203	META1_0460 1.000 	CQW49_RS18750 1.000 
1228	203	META1_1973 1.000 	CQW49_RS12115 1.000 
1229	203	META1_4381 1.000 	CQW49_RS01995 1.000 
1230	203	META1_0737 1.000 	CQW49_RS20195 1.000 
1231	203	META1_3382 1.000 	CQW49_RS19580 1.000 
1232	203	META2_0046 1.000 	CQW49_RS23460 1.000 
1233	202	META1_2394 1.000 META1_4042 1.000 	CQW49_RS06250 1.000 
1234	202	META1_0230 1.000 	CQW49_RS19510 1.000 
1235	202	META1_4315 1.000 	CQW49_RS03765 1.000 
1236	202	META1_3028 1.000 	CQW49_RS20790 1.000 
1237	202	META1_5186 1.000 	CQW49_RS10670 1.000 
1238	202	META1_5122 1.000 	CQW49_RS20240 1.000 
1239	201	META1_2705 1.000 	CQW49_RS02800 1.000 
1240	201	META1_0550 1.000 	CQW49_RS14780 1.000 
1241	201	META1_2178 1.000 	CQW49_RS10450 1.000 
1242	200	META1_2776 1.000 META1_2969 0.199 	CQW49_RS01205 1.000 
1243	200	META1_3488 1.000 	CQW49_RS00945 1.000 
1244	200	META1_2826 1.000 	CQW49_RS11835 1.000 
1245	200	META1_4528 1.000 	CQW49_RS14515 1.000 
1246	200	META1_4404 1.000 	CQW49_RS17315 1.000 
1247	200	META1_3559 1.000 	CQW49_RS22215 1.000 
1248	199	META1_5202 1.000 	CQW49_RS11645 1.000 
1249	198	META1_0133 1.000 	CQW49_RS06400 1.000 
1250	198	META1_1418 1.000 	CQW49_RS12880 1.000 
1251	198	META1_0516 1.000 	CQW49_RS19775 1.000 
1252	198	META1_2893 1.000 	CQW49_RS11170 1.000 
1253	198	META1_3222 1.000 	CQW49_RS21390 1.000 
1254	197	META1_0682 1.000 	CQW49_RS02445 1.000 
1255	196	META1_1394 1.000 	CQW49_RS23425 1.000 CQW49_RS21745 0.831 
1256	196	META1_0202 1.000 	CQW49_RS11150 1.000 
1257	196	META1_2026 1.000 	CQW49_RS06700 1.000 
1258	196	META1_3422 1.000 	CQW49_RS19915 1.000 
1259	196	META1_3699 1.000 	CQW49_RS21065 1.000 
1260	195	META1_1755 1.000 	CQW49_RS03850 1.000 
1261	195	META1_1478 1.000 	CQW49_RS06530 1.000 
1262	195	META1_2152 1.000 	CQW49_RS10525 1.000 
1263	195	META1_3166 1.000 	CQW49_RS20625 1.000 
1264	195	META1_4475 1.000 	CQW49_RS21045 1.000 
1265	194	META1_2509 1.000 	CQW49_RS00050 1.000 
1266	194	META1_2158 1.000 	CQW49_RS10495 1.000 
1267	194	META1_2440 1.000 	CQW49_RS14355 1.000 
1268	194	META1_1407 1.000 	CQW49_RS23710 1.000 
1269	194	META1_2921 1.000 	CQW49_RS21220 1.000 
1270	194	META1_5067 1.000 	CQW49_RS19390 1.000 
1271	193	META1_0700 1.000 	CQW49_RS04090 1.000 
1272	193	META1_1399 1.000 	CQW49_RS03715 1.000 
1273	193	META1_5301 1.000 	CQW49_RS18585 1.000 
1274	192	META1_1419 1.000 	CQW49_RS04635 1.000 
1275	192	META1_1426 1.000 	CQW49_RS06430 1.000 
1276	192	META1_0641 1.000 	CQW49_RS12225 1.000 
1277	192	META1_3399 1.000 	CQW49_RS15410 1.000 
1278	191	META2_0563 1.000 	CQW49_RS21715 1.000 CQW49_RS22855 0.821 
1279	191	META1_1773 1.000 	CQW49_RS15610 1.000 
1280	191	META1_5005 1.000 	CQW49_RS03675 1.000 
1281	191	META1_2376 1.000 	CQW49_RS20745 1.000 
1282	191	META2_0941 1.000 	CQW49_RS14400 1.000 
1283	190	META1_1767 1.000 	CQW49_RS13505 1.000 
1284	190	META1_3404 1.000 	CQW49_RS13440 1.000 
1285	190	META1_4530 1.000 	CQW49_RS14505 1.000 
1286	190	META1_4986 1.000 	CQW49_RS21075 1.000 
1287	189	META1_1496 1.000 	CQW49_RS04680 1.000 
1288	189	META1_1020 1.000 	CQW49_RS12385 1.000 
1289	188	META1_0337 1.000 	CQW49_RS06765 1.000 
1290	188	META1_0416 1.000 	CQW49_RS10075 1.000 
1291	188	META1_1048 1.000 	CQW49_RS11460 1.000 
1292	188	META1_3178 1.000 	CQW49_RS01615 1.000 
1293	188	META1_3265 1.000 	CQW49_RS06020 1.000 
1294	188	META1_1739 1.000 	CQW49_RS15930 1.000 
1295	188	META1_5018 1.000 	CQW49_RS01485 1.000 
1296	188	META1_4233 1.000 	CQW49_RS09390 1.000 
1297	188	META1_3691 1.000 	CQW49_RS17160 1.000 
1298	187	META1_4130 1.000 	CQW49_RS18180 1.000 CQW49_RS13700 0.329 CQW49_RS07185 0.228 CQW49_RS18230 0.225 CQW49_RS03690 0.225 CQW49_RS05115 0.170 CQW49_RS02130 0.168 CQW49_RS21790 0.163 CQW49_RS15760 0.163 CQW49_RS05620 0.137 CQW49_RS02435 0.137 
1299	187	META1_1980 1.000 	CQW49_RS02895 1.000 
1300	187	META1_2087 1.000 	CQW49_RS04885 1.000 
1301	187	META1_0870 1.000 	CQW49_RS18680 1.000 
1302	187	META1_5138 1.000 	CQW49_RS01870 1.000 
1303	187	META1_3675 1.000 	CQW49_RS12890 1.000 
1304	186	META1_1741 1.000 	CQW49_RS14425 1.000 
1305	186	META1_2467 1.000 	CQW49_RS13310 1.000 
1306	185	META1_1736 1.000 	CQW49_RS10300 1.000 
1307	185	META1_4704 1.000 	CQW49_RS10265 1.000 
1308	184	META2_0884 1.000 META1_4978 0.211 	CQW49_RS22130 1.000 
1309	184	META1_3099 1.000 	CQW49_RS00085 1.000 
1310	184	META1_1451 1.000 	CQW49_RS12850 1.000 
1311	184	META1_3502 1.000 	CQW49_RS11980 1.000 
1312	183	META1_2575 1.000 META1_1239 0.693 	CQW49_RS15400 1.000 
1313	183	META1_1312 1.000 	CQW49_RS04040 1.000 
1314	183	META1_1790 1.000 	CQW49_RS04690 1.000 
1315	183	META1_0439 1.000 	CQW49_RS11995 1.000 
1316	183	META1_2506 1.000 	CQW49_RS17530 1.000 
1317	182	META1_1522 1.000 	CQW49_RS06860 1.000 
1318	182	META1_4382 1.000 	CQW49_RS01990 1.000 
1319	182	META1_4846 1.000 	CQW49_RS16675 1.000 
1320	181	META1_4906 1.000 META1_5327 0.153 META2_1029 0.093 META2_0154 0.066 	CQW49_RS13285 1.000 
1321	181	META1_1362 1.000 	CQW49_RS00290 1.000 
1322	181	META1_0359 1.000 	CQW49_RS13130 1.000 
1323	181	META1_1294 1.000 	CQW49_RS11325 1.000 
1324	181	META1_4459 1.000 	CQW49_RS04185 1.000 
1325	181	META1_3435 1.000 	CQW49_RS15820 1.000 
1326	180	META1_3934 1.000 META1_4086 0.179 	CQW49_RS08940 1.000 CQW49_RS11720 0.324 CQW49_RS08425 0.192 
1327	180	META1_0864 1.000 	CQW49_RS05030 1.000 
1328	180	META1_2048 1.000 	CQW49_RS02865 1.000 
1329	180	META1_1382 1.000 	CQW49_RS12825 1.000 
1330	180	META1_2272 1.000 	CQW49_RS13470 1.000 
1331	179	META1_0311 1.000 META1_4299 0.374 	CQW49_RS10200 1.000 
